has_bytecode,is_verified,has_selfdestruct,has_delegatecall,is_proxy,has_owner,is_pausable,contract_risk_score,top_10_concentration,top_holder_pct,gini_coefficient,unique_holders,holder_risk_score,lp_locked,liquidity_usd,has_pair,liquidity_risk_score,mint_count,burn_count,unique_senders,unique_receivers,avg_transfer_value,anomaly_score,transfer_risk_score,is_known_scam,honeypot_pattern,similarity_score,pattern_risk_score,total_supply,has_tax,buy_tax,sell_tax,total_tax,tokenomics_risk_score,risk_score_variance,high_risk_modules,weighted_risk,confidence_avg,has_critical_flags,liquidity_holder_ratio,is_rugpull
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3352790500782957,0.1744092671114995,0.13328425808217315,0.336633000110464,0.8369278328446237,0.1855259752577192,1.0,0.8860739670955251,0.0,0.04204479607594469,0.32135230581522534,0.4949521337049916,0.9341553437930064,0.29201410044073406,0.8797669379095653,0.14002568946988558,0.5457771532249376,0.0,0.0,0.17895044029717733,0.05940297389077098,0.4483363414581806,1.0,0.22803386519864943,0.45244635024895813,0.204143059918812,0.18469377674232612,0.18279642143778912,0.9740641242251491,0.4354760923618203,0.9215346363625315,1.0,0.40609834166926795,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06701653775120997,0.47164949075059537,0.9277457330754073,0.8479940325906603,0.9954836107332199,0.651679794878427,0.0,0.7290337428294941,1.0,0.5982377598518965,0.9895648082378068,0.945737959402294,0.7571666254125197,0.7781256612865217,0.44031297575190564,0.4008124443157497,0.46198082566640997,1.0,0.0,0.6572131996684671,0.8300730982055773,0.36484106123827353,1.0,0.40919227817972575,0.2577819723607476,0.4204742599024107,0.3082670029862493,0.3347578538010061,0.8194135045399954,0.8956271312033992,0.5442771259859551,1.0,0.021412395604825885,1
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9753431334790705,0.09142199181713817,0.867702097919239,0.8918575675883922,0.02256858320237709,0.7126014072983932,0.0,0.9278100616476963,0.0,0.854820052992188,0.1576886720731473,0.7475746360541103,0.10343516664876229,0.8939783918831082,0.6252083217429301,0.0752576013082058,0.9007820001884255,1.0,0.0,0.9944301792002705,0.17090379517652798,0.9829052328596898,1.0,0.008515730544001787,0.33546539647705453,0.07249788278223024,0.48684857510347335,0.3486813451807326,0.07341882408462808,0.9499076093309543,0.5125486777484991,0.0,0.662698537539429,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8169739072718367,0.6256819122613526,0.7076205857405353,0.8593575020403681,0.11285814471276223,0.6880305189519813,1.0,0.33265659982089146,0.0,0.3815743878255178,0.5163398188383266,0.730542631496579,0.23115136756267707,0.7244604232514118,0.49041036113680525,0.5452110788174002,0.9065306321194894,0.0,1.0,0.6521083405159366,0.3722586418947522,0.8349408032137124,1.0,0.29105384159011116,0.033586418447504485,0.2773107045643058,0.6072582053602069,0.46202865768000345,0.4491763961563344,0.7188173469272647,0.6175297150209611,0.0,0.36577368896344453,1
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8525474212459705,0.5505316805962256,0.10621382758845621,0.6559353247156182,0.609467763366622,0.31931688002137404,1.0,0.5032094167515431,0.0,0.740035944984177,0.792844533837122,0.04635326943427953,0.3941704545835062,0.4651736966566383,0.8725665183579634,0.6697458074256392,0.8219173805887617,1.0,0.0,0.6066815461912912,0.6003546855090818,0.47968675462048604,0.0,0.44038605436334444,0.0270577339018247,0.3392526134133721,0.9264594373362737,0.4408772424379046,0.6350190700718746,0.374351890776185,0.6665222704633419,0.0,0.7140375697281297,1
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9379652314338942,0.40736552421283234,0.775877254469693,0.46303128705463714,0.8205764393338497,0.2522024021593309,0.0,0.014079663282890675,1.0,0.6277004136007399,0.4326424806040359,0.5496696690036911,0.17010688201207602,0.08650926893974753,0.5469348524482108,0.9412216350952906,0.37529807537312,0.0,0.0,0.40992793335107247,0.4822537385606217,0.8792686260864679,1.0,0.108774715007179,0.2932338860202736,0.11476644208608028,0.38395146578913897,0.14416026020863776,0.1905942705726379,0.820057789974664,0.8132643859059356,0.0,0.6281711459525472,1
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.08510348611978535,0.5213770214737412,0.807957328109019,0.8917309829821087,0.28524434230676654,0.9559187999620442,1.0,0.006957587303291213,0.0,0.3756487354930008,0.4680840601876467,0.46699145390181485,0.4949116047766605,0.056947948698448214,0.48078141794911333,0.7393361958960009,0.7172991516875343,0.0,1.0,0.3125802588597607,0.19866063517131805,0.3476529475832968,1.0,0.0916279323445311,0.443648005252104,0.2561651276347915,0.7030720219071459,0.2275816244837982,0.5779886113627715,0.025867081725420182,0.5658622986805268,0.0,0.6512541859097379,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.38559759251333336,0.8965746584690102,0.7677646177143377,0.8090139668180969,0.23921108803421876,0.9232995082699295,0.0,0.2401266204515199,1.0,0.14105979949229708,0.986355795505741,0.9278422666061945,0.4713681557014906,0.3743255646128538,0.9246009904217126,0.5411029164541511,0.3952884610696098,1.0,1.0,0.9110737569064792,0.1406163568822839,0.7858283238902646,0.0,0.38613831285097155,0.2642410004797735,0.45570364156909615,0.9610088489108218,0.373634494091717,0.533648618117687,0.10274591053942106,0.7186649667955375,0.0,0.7928927110044324,1
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.07103488904400213,0.19629430231106704,0.11396588711924116,0.9865328220721961,0.7869757993812009,0.4573166098928203,0.0,0.10080719713908526,0.0,0.7093238527759673,0.4253081503011533,0.25734198818953224,0.9562591980273812,0.4638217187676631,0.7196895960453545,0.9326170171703337,0.23259359897575904,0.0,0.0,0.969001874142153,0.12324627225029061,0.22367559810645365,0.0,0.12754321555964665,0.43890958628503574,0.2561142626827664,0.152374063415453,0.45826864030101255,0.20826518853470477,0.6613737363753611,0.6021318010514369,1.0,0.631158078376251,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.21079310155002862,0.022564511705347234,0.6439079570677647,0.408984818429153,0.05638185385323158,0.8461938661543734,1.0,0.2602113679357536,0.0,0.8545651689412405,0.6040721005990636,0.2698334532910943,0.43372788289597775,0.6091206222132969,0.11154990734685732,0.47843683804087656,0.3429026435508816,1.0,0.0,0.4967761755877278,0.8630078814992009,0.7723220452263659,1.0,0.09599213378032423,0.40549563652761966,0.078661530893824,0.8627095887795482,0.1685825064284459,0.14121030927745326,0.29124857527005743,0.9276516607735317,0.0,0.41872592924189245,1
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22936577703767236,0.861664884699101,0.8343247957493986,0.4579652081364385,0.3693826475825851,0.45232347763429603,0.0,0.1770432945283974,1.0,0.6858544924014919,0.0545396606751507,0.4113462488815004,0.7856268042879978,0.00648952138699721,0.17770446119681405,0.5612056530988694,0.07096463328553548,1.0,1.0,0.29020049550655747,0.031559549061333625,0.45645340319572836,0.0,0.18899462528461752,0.037926892897460374,0.31390714834377237,0.42070607039319863,0.22222071708849794,0.7589622896186374,0.9513862184004778,0.5224832539756525,1.0,0.3899275617346356,1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4691072110475787,0.5771170823879065,0.5773534012196677,0.4482587049170519,0.5058092225923297,0.4243890180725104,0.0,0.02852002483864824,1.0,0.017878484034818065,0.84221008021026,0.24336971340637603,0.9419105448514798,0.9897228904663063,0.7871228629394419,0.5960985276700957,0.3317775090046472,1.0,1.0,0.7701222076697677,0.9770142595998943,0.10749932099224235,1.0,0.19625100613510899,0.10097873719284495,0.296100090004257,0.7324217759293368,0.4497391352268044,0.3225864461496337,0.43606061209230473,0.6779688633442605,1.0,0.11958210676485581,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2685621674536426,0.8906584554618424,0.646407375228089,0.8547778373349357,0.5603486743503234,0.15676294759929466,0.0,0.9093041464060494,0.0,0.21623289439099125,0.6481680489795435,0.1291839178087495,0.8769888309739855,0.3639388834040429,0.8358513211799543,0.40997972588656684,0.4607422172611716,0.0,0.0,0.13245679086687845,0.1985286903854141,0.2732624545555823,0.0,0.437050531508283,0.32885533457767124,0.013477379899065611,0.2935383387370837,0.17924193657921134,0.24404053384224333,0.429364820389177,0.8156870399845544,1.0,0.7794434131562418,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.10097810681776109,0.5969452234131726,0.4583634794263062,0.4308351075150827,0.7286151567927769,0.42640605649197283,1.0,0.008223131388891525,1.0,0.06947998488353191,0.40402010286281353,0.8574148466508008,0.20866762451159182,0.8480946638011214,0.5451908290902965,0.8384826905658241,0.95548089478083,0.0,1.0,0.7655882376436816,0.11032229687907813,0.4022746240235646,0.0,0.30922173596683844,0.22175069127502078,0.045297202873783304,0.33398421826600155,0.24025649309586788,0.7378783528059887,0.6780795101909313,0.9565440890259695,1.0,0.7611084417546218,1
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1674910890941077,0.8101610899597025,0.5287073198840526,0.3466618808763142,0.35484572343065823,0.537416938599807,0.0,0.7360821443370854,1.0,0.5703860995762268,0.01616953995451975,0.5582765244039158,0.49602989425354427,0.5349667056654044,0.5544552278666393,0.18517593884505912,0.3134105862196249,1.0,1.0,0.8189483743113387,0.5769716547767951,0.7492929116644371,0.0,0.20298072816979468,0.14534990682346027,0.07839067757050538,0.02713322486806613,0.45225207060903944,0.736068692022982,0.7675685623061896,0.9339967113469476,1.0,0.24629836708552344,1
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14727556355209093,0.42967336335514794,0.034376858351725215,0.99899256460994,0.6126843446746072,0.022504327428686466,1.0,0.15214788691951653,0.0,0.7564776788404124,0.5916688205935039,0.8613627189565668,0.3477397822959257,0.1304394545333465,0.6319329628514445,0.554842190371608,0.9024535392055206,1.0,0.0,0.12490394462716736,0.07998595794069663,0.07298271473095086,0.0,0.2671939821428834,0.20931692802398955,0.06814453878093496,0.9714041531669596,0.4011216089949241,0.27640165633622915,0.4755587381251365,0.9475959997585818,1.0,0.8626819126981446,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9730767979122983,0.7498599312882688,0.6389630219732846,0.3173720480116044,0.5853754227909563,0.4441130051754064,0.0,0.9122296219996,0.0,0.11057918706865943,0.012657828484162192,0.8311347654036959,0.3998586951372155,0.7975655525345219,0.4391157742826395,0.722233256187194,0.22885827582349705,0.0,0.0,0.9768614687965638,0.6024532631635949,0.6595469950926396,0.0,0.4769826166626371,0.22259982313531718,0.12973288528046656,0.8134525752307844,0.1217154625049014,0.8725684612518537,0.21400090171172415,0.531426646841491,0.0,0.5890032577906282,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7592925069184736,0.913041466889856,0.08144721289115919,0.884670842111206,0.5476161006537471,0.7813562183952003,0.0,0.8927959395898858,0.0,0.8383378205933852,0.0012036139090179088,0.2820423547896711,0.3608068262457512,0.7098270749198761,0.680199123483904,0.9039761718765772,0.1909688977592494,1.0,0.0,0.9855122903884784,0.8506266448136132,0.7160136409328436,1.0,0.056607338304947685,0.45527612541079826,0.22705266161778398,0.09391795792622049,0.16239753270596669,0.6882501650723424,0.7733086427256216,0.9204616307317297,1.0,0.47868684239456727,1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.967761465269562,0.5721229637222063,0.4350145943402234,0.5557567890854569,0.6404832931422122,0.6800460563742698,0.0,0.6539011463692573,1.0,0.5555089783954832,0.6160985621493547,0.547737444324274,0.8263592101750041,0.527436084929228,0.10848125756641569,0.8839183964342784,0.5189954564321649,0.0,1.0,0.9367194793273512,0.047898021467424834,0.6539213699257515,1.0,0.10385776086234572,0.05172914185247651,0.1858581489494922,0.9995087956637745,0.17647936372966955,0.3457642178215381,0.3203512748736276,0.8899562892720596,0.0,0.01749630162549587,1
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.43974048650790853,0.18078515056237954,0.2926550976674078,0.8891308218304705,0.2594491710680763,0.635156988863935,0.0,0.6722341498006051,0.0,0.6899690121417249,0.18901706733455426,0.08321770274007045,0.45213905512244745,0.51455309133378,0.9612792423673864,0.5087402894301419,0.672511369297406,0.0,0.0,0.4960348094062643,0.7998686045285441,0.7606696381675556,0.0,0.48126435329327766,0.1398653734038075,0.44532494570229847,0.6050245972029414,0.45636923671552987,0.4274896501846589,0.1751107692938576,0.9512158246378095,1.0,0.38274118586431627,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2783684816626566,0.26879761503019817,0.5454279502117131,0.6882343438478015,0.08464875358462898,0.9095554284372025,0.0,0.005339141969688543,0.0,0.9714018486086462,0.1918875497180953,0.9152518840307584,0.5236943322446882,0.08747960575092806,0.7501548237949217,0.6431614511633417,0.044332250802281425,1.0,0.0,0.24607414227682844,0.3944774409821187,0.1781686160228383,0.0,0.47866242426360206,0.26878240829135697,0.30605470470316853,0.853728637964383,0.49946686855226957,0.7267096859306178,0.6316401899250133,0.6557881336290007,1.0,0.640670768235663,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7982931972091867,0.19864457689740578,0.13341633552320709,0.931141860640452,0.11927167203974343,0.01803200982523001,1.0,0.984871566113602,1.0,0.08368098824769732,0.6532715658327437,0.4042627150651531,0.9824473570470746,0.6558489485738741,0.6311742040090069,0.394237736129301,0.2210658650472167,1.0,0.0,0.582009280881913,0.15949063383120998,0.5871033550630373,0.0,0.08858271063238632,0.34914346331529583,0.43807217498092155,0.06666076327786896,0.38700215107771996,0.21158383289549199,0.0904536669903504,0.9558825531366834,1.0,0.08974783768838346,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3262539180411468,0.24685702759573291,0.6916434019733182,0.9483350904902386,0.22458238265390107,0.5570475861922342,1.0,0.8778326035758144,1.0,0.9012240229777893,0.05369718793937428,0.39367618388902137,0.05997927219151644,0.9112451557542998,0.3163220570094807,0.4681777628802003,0.4556836665013164,1.0,1.0,0.4199338384714357,0.17609648026745905,0.9411449472038799,1.0,0.07255440856264911,0.3153186444796218,0.26351966245879943,0.3894511784919237,0.2421631512467533,0.46876079247522406,0.9713526750860549,0.7013205425432238,1.0,0.45956730888754826,1
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2993833737053483,0.3064154493510364,0.7950115369284704,0.3063687268965432,0.5001979355227852,0.7873488484097071,0.0,0.895106225730092,0.0,0.1261026959874093,0.31340556147455634,0.3027553706179532,0.4879576397907488,0.09324491922135836,0.16095548745672916,0.9062657925730495,0.33100433598318146,0.0,0.0,0.2059486447171971,0.9187645436942262,0.6107842698045377,1.0,0.2105425671693099,0.47082136886869724,0.04493523534466998,0.6696511223036099,0.005086909033739484,0.6535583422580996,0.632397264412137,0.8170498427629,0.0,0.9934359513615961,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2325059922078312,0.5551337867531885,0.1633544497431565,0.3527885231949518,0.8404427505460201,0.5413353827012672,1.0,0.6592445370508719,1.0,0.39295880663668226,0.14943190214201907,0.4606637447107038,0.7740617069461161,0.2635114506489049,0.40934296382894464,0.930703993192474,0.7126210793483219,0.0,0.0,0.4236764096178476,0.11060575194066447,0.611336346952953,1.0,0.024859146243984553,0.3978044624097366,0.2316437245332174,0.10643371869970153,0.3487440282989787,0.5394985480087132,0.9858955209217558,0.7120894956034991,0.0,0.7165386372090675,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12967897822423535,0.5879916294638328,0.10431308735188216,0.4752511106995988,0.7012933420883841,0.32389555258037916,1.0,0.34478692865453653,1.0,0.8514386963311144,0.5801763697965339,0.25175938654544805,0.15116195818822653,0.9023079734420988,0.6615767405740585,0.8954140580670197,0.5111605960413168,0.0,1.0,0.6638898356775905,0.866782787115657,0.736439642113269,0.0,0.32745176614257004,0.27853842098721515,0.41101627342118247,0.48890283865400064,0.19468058224889234,0.6083283459044933,0.33889342347863605,0.7138242152578256,0.0,0.5468708875016044,1
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25646306101676597,0.4264997472418611,0.14551548278735915,0.7685207914544512,0.7890406042020471,0.13625056509197786,0.0,0.8936486490904808,1.0,0.9062542367378682,0.6617651547273958,0.37485227279680455,0.6115315946147739,0.2843439098197933,0.6337097434231109,0.13837086181363822,0.1603591056039002,0.0,1.0,0.07091331078599106,0.5442446209836146,0.33320423212585903,1.0,0.038748010830871094,0.10734134583675375,0.09705188358355404,0.44267787454414154,0.3164932351143027,0.5462124994767796,0.9712051611903979,0.7733185093974508,0.0,0.5330328849390766,1
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3553197484738877,0.6154207798208354,0.8771275618985017,0.9217905375580542,0.3509756239260914,0.8875630718161913,1.0,0.29151692815119234,0.0,0.5063716735451453,0.7211358535990435,0.7999470485848819,0.23946477953446677,0.6539436721799263,0.3826411550655715,0.8500840213306362,0.8944653793150905,1.0,0.0,0.3334180014460165,0.03905617881643908,0.7004759013215406,0.0,0.02901481354714036,0.2254371157011199,0.04560713937632488,0.21604022447357973,0.3033469817312144,0.1992274437900201,0.14556224772862358,0.6779633548104113,1.0,0.04376508225819442,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6739942081457304,0.08157492561136592,0.5281892617563562,0.6219593659057738,0.40465374164855017,0.470762392387603,1.0,0.5627115433422029,0.0,0.5941046382754251,0.25523121691856543,0.8342555035851719,0.8674041132245676,0.5348181649431442,0.6132863938331298,0.9483637310214803,0.29290567548335955,0.0,0.0,0.017794890012825193,0.4644761457173383,0.9162338333132151,0.0,0.24259346810442461,0.3466911220972387,0.16471736916913005,0.3002698358518022,0.24041602828719366,0.4102053449726214,0.04069477234702845,0.8963684971346179,1.0,0.9573144374079361,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06256484221945158,0.08778823705815997,0.4672609960075026,0.7248811813919858,0.3936818859906128,0.8781151969857014,1.0,0.0997309723438824,0.0,0.7081473345985572,0.089249751636584,0.30418247762851613,0.3270996654000793,0.5963276050038621,0.8137482955675476,0.3612496945736047,0.7311311089644235,1.0,0.0,0.7494955054616756,0.8174495144763007,0.010895473025342994,0.0,0.47889331805505075,0.41898108741804246,0.1944489153200698,0.9671183544949824,0.4721936988631615,0.5319854954775457,0.03298406045460256,0.8168193677076194,0.0,0.928177660285043,0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.21050693966534295,0.17182946035765845,0.10671181910235428,0.4319498969568928,0.19187318440450152,0.5858521224331683,1.0,0.9219556301327502,1.0,0.8327586684527142,0.07868365694189783,0.4690144305527879,0.32906281690090955,0.4157889015772531,0.026284772337607065,0.5186462894216692,0.7799157791054099,0.0,1.0,0.6406912676167008,0.7262027876391004,0.8701130411088653,0.0,0.2133979680315798,0.4798681122111937,0.1531288382029522,0.288648486009936,0.011573172677670829,0.7800627423459461,0.4648703705992271,0.8448778807694728,1.0,0.6824047106754465,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8090236402916764,0.5180774980403448,0.6495560067569618,0.8634767837171797,0.06121665814357202,0.6741921166150008,0.0,0.14077045777121333,0.0,0.12151116953766616,0.4261515484507238,0.8738197762800523,0.5981938785178935,0.2999914705537111,0.4506210479302757,0.7790952558129959,0.9631577002561021,0.0,0.0,0.06267213470196586,0.48878241768471786,0.2186183312588591,1.0,0.17824057933027554,0.3027263830689588,0.067620392812278,0.21342613396841104,0.35606624223629413,0.6539042371695426,0.08300419747859478,0.6155174001108819,1.0,0.09901164968154996,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14692192358377076,0.21399467869831357,0.8679995918950899,0.9771296779474288,0.5909160928272268,0.80426115437845,1.0,0.22489680573040727,0.0,0.8100693082292276,0.945844409062715,0.052673331829697134,0.18356290811990872,0.04853345072966897,0.758555228466791,0.5620781375656487,0.4985074665241014,1.0,0.0,0.9647375596019678,0.860049879696217,0.4559232737003752,1.0,0.49897835775114296,0.2634596836522162,0.12541992986085726,0.5362091710683334,0.204919934149773,0.42659094518593477,0.5121678841676017,0.9847876442406962,0.0,0.2078338967494382,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.34264514652252154,0.28328440349257733,0.828185869323453,0.4880192530402182,0.9892166834205861,0.6591555446001344,0.0,0.558134158128215,1.0,0.48127615051161676,0.2177290342470246,0.8891449619957854,0.28488863890306104,0.7442809392941642,0.5461444704633772,0.9934835217062494,0.6158355154644322,0.0,1.0,0.022621557127100678,0.1203647617802297,0.852347800952638,0.0,0.2659844803895917,0.008845961560574156,0.34114120230105516,0.6709580340702979,0.35689522524580564,0.9743998321591455,0.3275005035089005,0.8300880488864827,0.0,0.18390953587558523,1
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8646589218581401,0.40031283617299407,0.6260547089808013,0.6463781661203825,0.16682970495026284,0.3980548406789377,0.0,0.7640930002129815,1.0,0.450623425108169,0.25674160134154933,0.2191843456523317,0.4166318501194115,0.7460934621942268,0.65147608792907,0.45571336515682836,0.33487629347953374,1.0,1.0,0.5899606464760886,0.9099410533923689,0.823912127456629,0.0,0.18762070344512427,0.03604953457508997,0.19296425814658197,0.7250931110695649,0.33760982376981596,0.10779552167972517,0.3356289924741156,0.5985979322651958,1.0,0.5195784851012188,1
